receiveTime,cpm,cpmError
2015-11-20 14:32:08,2.8,0.748331
2015-11-20 14:37:09,3.2,0.8
2015-11-20 14:42:09,2.0,0.632456
2015-11-20 14:47:10,2.2,0.663325
2015-11-20 14:52:10,1.6,0.565685
2015-11-20 14:57:11,2.2,0.663325
2015-11-20 15:02:11,2.4,0.69282
2015-11-20 15:07:12,2.8,0.748331
2015-11-20 15:12:12,1.8,0.6
2015-11-20 15:17:13,1.6,0.565685
2015-11-20 15:22:13,2.4,0.69282
2015-11-20 15:27:14,3.6,0.848528
2015-11-20 15:32:14,3.8,0.87178
2015-11-20 15:37:15,1.6,0.565685
2015-11-20 15:42:15,2.4,0.69282
2015-11-20 15:47:16,2.8,0.748331
2015-11-20 15:52:06,2.4,0.69282
2015-11-20 15:57:07,1.8,0.6
2015-11-20 16:02:07,1.8,0.6
2015-11-20 16:07:08,3.2,0.8
2015-11-20 16:12:08,1.8,0.6
2015-11-20 16:17:09,3.4,0.824621
2015-11-20 16:22:09,1.4,0.52915
2015-11-20 16:27:10,3.6,0.848528
2015-11-20 16:32:10,2.6,0.72111
2015-11-20 16:37:11,3.4,0.824621
2015-11-20 16:42:12,1.8,0.6
2015-11-20 16:47:12,2.2,0.663325
2015-11-20 16:52:13,3.6,0.848528
2015-11-20 16:57:13,2.4,0.69282
2015-11-20 17:02:14,1.6,0.565685
2015-11-20 17:07:14,3.0,0.774597
2015-11-20 17:12:15,2.6,0.72111
2015-11-20 17:17:15,1.4,0.52915
2015-11-20 17:22:16,1.4,0.52915
2015-11-20 17:27:06,3.0,0.774597
2015-11-20 17:32:07,3.0,0.774597
2015-11-20 17:37:07,3.0,0.774597
2015-11-20 17:42:08,2.2,0.663325
2015-11-20 17:47:08,1.8,0.6
2015-11-20 17:52:09,1.2,0.489898
2015-11-20 17:57:09,1.6,0.565685
2015-11-20 18:02:10,3.0,0.774597
2015-11-20 18:07:10,2.8,0.748331
2015-11-20 18:12:11,4.0,0.894427
2015-11-20 18:17:11,2.2,0.663325
2015-11-20 18:22:12,2.6,0.72111
2015-11-20 18:27:12,3.2,0.8
2015-11-20 18:32:14,2.6,0.72111
2015-11-20 18:37:14,1.6,0.565685
2015-11-20 18:42:15,2.2,0.663325
2015-11-20 18:47:15,2.0,0.632456
2015-11-20 18:52:16,3.0,0.774597
2015-11-20 18:57:06,1.8,0.6
2015-11-20 19:02:07,2.8,0.748331
2015-11-20 19:07:07,4.2,0.916515
2015-11-20 19:12:08,3.0,0.774597
2015-11-20 19:17:08,2.2,0.663325
2015-11-20 19:22:09,3.0,0.774597
2015-11-20 19:27:09,2.6,0.72111
2015-11-20 19:32:10,3.6,0.848528
2015-11-20 19:37:10,2.6,0.72111
2015-11-20 19:42:11,1.8,0.6
2015-11-20 19:47:11,1.6,0.565685
2015-11-20 19:52:12,1.2,0.489898
2015-11-20 19:57:12,3.8,0.87178
2015-11-20 20:02:13,2.8,0.748331
2015-11-20 20:07:13,2.6,0.72111
2015-11-20 20:12:14,3.6,0.848528
2015-11-20 20:17:14,3.2,0.8
2015-11-20 20:22:15,2.8,0.748331
2015-11-20 20:27:15,2.2,0.663325
2015-11-20 20:32:16,3.8,0.87178
2015-11-20 20:37:06,2.4,0.69282
2015-11-20 20:42:07,2.8,0.748331
2015-11-20 20:47:07,1.4,0.52915
2015-11-20 20:52:08,2.8,0.748331
2015-11-20 20:57:09,1.6,0.565685
2015-11-20 21:02:09,2.2,0.663325
2015-11-20 21:07:10,2.6,0.72111
2015-11-20 21:12:10,2.8,0.748331
2015-11-20 21:17:11,2.6,0.72111
2015-11-20 21:22:11,2.4,0.69282
2015-11-20 21:27:12,1.8,0.6
2015-11-20 21:32:12,1.2,0.489898
2015-11-20 21:37:13,3.0,0.774597
2015-11-20 21:42:13,2.6,0.72111
2015-11-20 21:47:14,2.4,0.69282
2015-11-20 21:52:14,1.8,0.6
2015-11-20 21:57:15,1.4,0.52915
2015-11-20 22:02:15,2.0,0.632456
2015-11-20 22:07:16,1.4,0.52915
